PromptId,Order,Role,Agent,Phase,Slice,Title,File,RequiresEvidence,RequiresJudge,GateLevel,DependsOn,ExpectedEvidence,ExpectedJudge,RequiredInputs,RequiredOutputs,Status,Note,UpdatedAt,Attempt
M6-P0209,44,ANALYST_ARCHITECT,m6-analyst-architect,PHASE0_RESEARCH,PHASE0,RESEARCH_LEARNING_ENGINE_GUARDRAILS,00-spec/prompts/0044_M6-P0209_RESEARCH_LEARNING_ENGINE_GUARDRAILS.xml.md,true,false,EVIDENCE_GATE,M6-PC0208,04-artifacts/evidence/prompts/M6-P0209.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/SPEC.md;00-spec/registers/CONTRACT_REGISTER.md,04-artifacts/evidence/prompts/M6-P0209.json;04-artifacts/analysis/research/RESEARCH_LEARNING_ENGINE_GUARDRAILS.md,TODO,,2026-09-07T22:39:39,0
M6-PC0209,45,BOUNDARY_ADVERSARY,m6-boundary-adversary,RESEARCH_CRITIC,PHASE0,RESEARCH_LEARNING_ENGINE_GUARDRAILS_CRITIC,00-spec/prompts/0045_M6-PC0209_RESEARCH_LEARNING_ENGINE_GUARDRAILS_CRITIC.xml.md,true,false,EVIDENCE_GATE,M6-P0209,04-artifacts/evidence/prompts/M6-PC0209.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/analysis/research/RESEARCH_LEARNING_ENGINE_GUARDRAILS.md;04-artifacts/evidence/prompts/M6-P0209.json,04-artifacts/evidence/prompts/M6-PC0209.json;04-artifacts/boundary-reports/RESEARCH_LEARNING_ENGINE_GUARDRAILS_critique.md,TODO,,2026-09-07T22:39:39,0
M6-P0210,46,ANALYST_ARCHITECT,m6-analyst-architect,PHASE0_RESEARCH,PHASE0,RESEARCH_CROSS_MODULE_CONTRACTS,00-spec/prompts/0046_M6-P0210_RESEARCH_CROSS_MODULE_CONTRACTS.xml.md,true,false,EVIDENCE_GATE,M6-PC0209,04-artifacts/evidence/prompts/M6-P0210.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/SPEC.md;00-spec/registers/CONTRACT_REGISTER.md,04-artifacts/evidence/prompts/M6-P0210.json;04-artifacts/analysis/research/RESEARCH_CROSS_MODULE_CONTRACTS.md,TODO,,2026-09-07T22:39:39,0
M6-PC0210,47,BOUNDARY_ADVERSARY,m6-boundary-adversary,RESEARCH_CRITIC,PHASE0,RESEARCH_CROSS_MODULE_CONTRACTS_CRITIC,00-spec/prompts/0047_M6-PC0210_RESEARCH_CROSS_MODULE_CONTRACTS_CRITIC.xml.md,true,false,EVIDENCE_GATE,M6-P0210,04-artifacts/evidence/prompts/M6-PC0210.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/analysis/research/RESEARCH_CROSS_MODULE_CONTRACTS.md;04-artifacts/evidence/prompts/M6-P0210.json,04-artifacts/evidence/prompts/M6-PC0210.json;04-artifacts/boundary-reports/RESEARCH_CROSS_MODULE_CONTRACTS_critique.md,TODO,,2026-09-07T22:39:39,0
M6-P0211,48,ANALYST_ARCHITECT,m6-analyst-architect,PHASE0_RESEARCH,PHASE0,RESEARCH_STRATEGY_LIBRARIES,00-spec/prompts/0048_M6-P0211_RESEARCH_STRATEGY_LIBRARIES.xml.md,true,false,EVIDENCE_GATE,M6-PC0210,04-artifacts/evidence/prompts/M6-P0211.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/SPEC.md;00-spec/registers/CONTRACT_REGISTER.md,04-artifacts/evidence/prompts/M6-P0211.json;04-artifacts/analysis/research/RESEARCH_STRATEGY_LIBRARIES.md,TODO,,2026-09-07T22:39:39,0
M6-PC0211,49,BOUNDARY_ADVERSARY,m6-boundary-adversary,RESEARCH_CRITIC,PHASE0,RESEARCH_STRATEGY_LIBRARIES_CRITIC,00-spec/prompts/0049_M6-PC0211_RESEARCH_STRATEGY_LIBRARIES_CRITIC.xml.md,true,false,EVIDENCE_GATE,M6-P0211,04-artifacts/evidence/prompts/M6-PC0211.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/analysis/research/RESEARCH_STRATEGY_LIBRARIES.md;04-artifacts/evidence/prompts/M6-P0211.json,04-artifacts/evidence/prompts/M6-PC0211.json;04-artifacts/boundary-reports/RESEARCH_STRATEGY_LIBRARIES_critique.md,TODO,,2026-09-07T22:39:39,0
M6-P0300,50,ANALYST_ARCHITECT,m6-analyst-architect,PHASE0,PHASE0,ARCH_BASELINE,00-spec/prompts/0050_M6-P0300_ARCH_BASELINE.xml.md,true,false,EVIDENCE_GATE,M6-PC0211,04-artifacts/evidence/prompts/M6-P0300.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/SPEC.md,04-artifacts/evidence/prompts/M6-P0300.json;04-artifacts/analysis/design/ARCH_BASELINE.md,TODO,,2026-09-07T22:39:39,0
M6-P0301,51,ANALYST_ARCHITECT,m6-analyst-architect,PHASE0,PHASE0,DATA_MODEL_BASELINE,00-spec/prompts/0051_M6-P0301_DATA_MODEL_BASELINE.xml.md,true,false,EVIDENCE_GATE,M6-P0300,04-artifacts/evidence/prompts/M6-P0301.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/SPEC.md,04-artifacts/evidence/prompts/M6-P0301.json;04-artifacts/analysis/design/DATA_MODEL_BASELINE.md,TODO,,2026-09-07T22:39:39,0
M6-P0302,52,ANALYST_ARCHITECT,m6-analyst-architect,PHASE0,PHASE0,EVENT_FLOW_DESIGN,00-spec/prompts/0052_M6-P0302_EVENT_FLOW_DESIGN.xml.md,true,false,EVIDENCE_GATE,M6-P0301,04-artifacts/evidence/prompts/M6-P0302.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/SPEC.md,04-artifacts/evidence/prompts/M6-P0302.json;04-artifacts/analysis/design/EVENT_FLOW_DESIGN.md,TODO,,2026-09-07T22:39:39,0
M6-P0303,53,ANALYST_ARCHITECT,m6-analyst-architect,PHASE0,PHASE0,ATTRIBUTION_DESIGN,00-spec/prompts/0053_M6-P0303_ATTRIBUTION_DESIGN.xml.md,true,false,EVIDENCE_GATE,M6-P0302,04-artifacts/evidence/prompts/M6-P0303.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/SPEC.md,04-artifacts/evidence/prompts/M6-P0303.json;04-artifacts/analysis/design/ATTRIBUTION_DESIGN.md,TODO,,2026-09-07T22:39:39,0
M6-P0304,54,ANALYST_ARCHITECT,m6-analyst-architect,PHASE0,PHASE0,DASHBOARD_DESIGN,00-spec/prompts/0054_M6-P0304_DASHBOARD_DESIGN.xml.md,true,false,EVIDENCE_GATE,M6-P0303,04-artifacts/evidence/prompts/M6-P0304.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/SPEC.md,04-artifacts/evidence/prompts/M6-P0304.json;04-artifacts/analysis/design/DASHBOARD_DESIGN.md,TODO,,2026-09-07T22:39:39,0
M6-P0305,55,ANALYST_ARCHITECT,m6-analyst-architect,PHASE0,PHASE0,SCALE_LEARNING_DESIGN,00-spec/prompts/0055_M6-P0305_SCALE_LEARNING_DESIGN.xml.md,true,false,EVIDENCE_GATE,M6-P0304,04-artifacts/evidence/prompts/M6-P0305.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/SPEC.md,04-artifacts/evidence/prompts/M6-P0305.json;04-artifacts/analysis/design/SCALE_LEARNING_DESIGN.md,TODO,,2026-09-07T22:39:39,0
M6-P0306,56,ANALYST_ARCHITECT,m6-analyst-architect,PHASE0,PHASE0,TEST_STRATEGY,00-spec/prompts/0056_M6-P0306_TEST_STRATEGY.xml.md,true,false,EVIDENCE_GATE,M6-P0305,04-artifacts/evidence/prompts/M6-P0306.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/SPEC.md,04-artifacts/evidence/prompts/M6-P0306.json;04-artifacts/analysis/design/TEST_STRATEGY.md,TODO,,2026-09-07T22:39:39,0
M6-P0307,57,ANALYST_ARCHITECT,m6-analyst-architect,PHASE0,PHASE0,SECURITY_PRIVACY_DESIGN,00-spec/prompts/0057_M6-P0307_SECURITY_PRIVACY_DESIGN.xml.md,true,false,EVIDENCE_GATE,M6-P0306,04-artifacts/evidence/prompts/M6-P0307.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/SPEC.md,04-artifacts/evidence/prompts/M6-P0307.json;04-artifacts/analysis/design/SECURITY_PRIVACY_DESIGN.md,TODO,,2026-09-07T22:39:39,0
M6-P0308,58,ANALYST_ARCHITECT,m6-analyst-architect,PHASE0,PHASE0,PHASE0_CONSOLIDATION,00-spec/prompts/0058_M6-P0308_PHASE0_CONSOLIDATION.xml.md,true,false,EVIDENCE_GATE,M6-P0307,04-artifacts/evidence/prompts/M6-P0308.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/SPEC.md,04-artifacts/evidence/prompts/M6-P0308.json;04-artifacts/analysis/design/PHASE0_CONSOLIDATION.md,TODO,,2026-09-07T22:39:39,0
M6-P0309,59,JUDGE,m6-judge,PHASE0,PHASE0,PHASE0_GATE_JUDGE,00-spec/prompts/0059_M6-P0309_PHASE0_GATE_JUDGE.xml.md,true,true,JUDGE_GATE,M6-P0300;M6-P0301;M6-P0302;M6-P0303;M6-P0304;M6-P0305;M6-P0306;M6-P0307;M6-P0308,04-artifacts/evidence/prompts/M6-P0309.json,04-artifacts/evidence/judge/M6-P0309_JUDGE_FINAL_SIGN_OFF.json,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/evidence/prompts/M6-P0200.json;04-artifacts/evidence/prompts/M6-PC0200.json;04-artifacts/boundary-reports/RESEARCH_REPO_AUDIT_PLAN_critique.md;04-artifacts/evidence/prompts/M6-P0201.json;04-artifacts/evidence/prompts/M6-PC0201.json;04-artifacts/boundary-reports/RESEARCH_EVENT_REGISTRY_INTEGRATION_critique.md;04-artifacts/evidence/prompts/M6-P0202.json;04-artifacts/evidence/prompts/M6-PC0202.json;04-artifacts/boundary-reports/RESEARCH_IDENTITY_CONSENT_critique.md;04-artifacts/evidence/prompts/M6-P0203.json;04-artifacts/evidence/prompts/M6-PC0203.json;04-artifacts/boundary-reports/RESEARCH_OUTBOX_WORKER_PATTERNS_critique.md;04-artifacts/evidence/prompts/M6-P0204.json;04-artifacts/evidence/prompts/M6-PC0204.json;04-artifacts/boundary-reports/RESEARCH_META_PIXEL_CAPI_DEDUP_critique.md;04-artifacts/evidence/prompts/M6-P0205.json;04-artifacts/evidence/prompts/M6-PC0205.json;04-artifacts/boundary-reports/RESEARCH_OFFLINE_CONVERSIONS_critique.md;04-artifacts/evidence/prompts/M6-P0206.json;04-artifacts/evidence/prompts/M6-PC0206.json;04-artifacts/boundary-reports/RESEARCH_ATTRIBUTION_MODELS_critique.md;04-artifacts/evidence/prompts/M6-P0207.json;04-artifacts/evidence/prompts/M6-PC0207.json;04-artifacts/boundary-reports/RESEARCH_DASHBOARD_DATA_QUALITY_critique.md;04-artifacts/evidence/prompts/M6-P0208.json;04-artifacts/evidence/prompts/M6-PC0208.json;04-artifacts/boundary-reports/RESEARCH_SCALE_GATE_WORKFLOW_critique.md;04-artifacts/evidence/prompts/M6-P0209.json;04-artifacts/evidence/prompts/M6-PC0209.json;04-artifacts/boundary-reports/RESEARCH_LEARNING_ENGINE_GUARDRAILS_critique.md;04-artifacts/evidence/prompts/M6-P0210.json;04-artifacts/evidence/prompts/M6-PC0210.json;04-artifacts/boundary-reports/RESEARCH_CROSS_MODULE_CONTRACTS_critique.md;04-artifacts/evidence/prompts/M6-P0211.json;04-artifacts/evidence/prompts/M6-PC0211.json;04-artifacts/boundary-reports/RESEARCH_STRATEGY_LIBRARIES_critique.md;04-artifacts/evidence/prompts/M6-P0300.json;04-artifacts/evidence/prompts/M6-P0301.json;04-artifacts/evidence/prompts/M6-P0302.json;04-artifacts/evidence/prompts/M6-P0303.json;04-artifacts/evidence/prompts/M6-P0304.json;04-artifacts/evidence/prompts/M6-P0305.json;04-artifacts/evidence/prompts/M6-P0306.json;04-artifacts/evidence/prompts/M6-P0307.json;04-artifacts/evidence/prompts/M6-P0308.json,04-artifacts/evidence/prompts/M6-P0309.json;04-artifacts/evidence/judge/M6-P0309_JUDGE_FINAL_SIGN_OFF.json,TODO,,2026-09-07T22:39:39,0
M6-P0700,60,ANALYST_ARCHITECT,m6-analyst-architect,CONTRACT_HARMONIZATION,HARMONIZATION,HARMONIZATION_PLAN,00-spec/prompts/0060_M6-P0700_HARMONIZATION_PLAN.xml.md,true,false,EVIDENCE_GATE,M6-P0309,04-artifacts/evidence/prompts/M6-P0700.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/registers/CONTRACT_REGISTER.md;00-spec/M6_FULL_DETAIL_EXTRACT.md,04-artifacts/evidence/prompts/M6-P0700.json;04-artifacts/analysis/contracts/HARMONIZATION_PLAN.md,TODO,,2026-09-07T22:39:39,0
M6-P0701,61,ANALYST_ARCHITECT,m6-analyst-architect,CONTRACT_HARMONIZATION,HARMONIZATION,CONTRACT_EVENT_REGISTRY,00-spec/prompts/0061_M6-P0701_CONTRACT_EVENT_REGISTRY.xml.md,true,false,EVIDENCE_GATE,M6-P0700,04-artifacts/evidence/prompts/M6-P0701.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/registers/CONTRACT_REGISTER.md;00-spec/M6_FULL_DETAIL_EXTRACT.md,04-artifacts/evidence/prompts/M6-P0701.json;04-artifacts/analysis/contracts/CONTRACT_EVENT_REGISTRY.contract.yaml,TODO,,2026-09-07T22:39:39,0
M6-P0702,62,ANALYST_ARCHITECT,m6-analyst-architect,CONTRACT_HARMONIZATION,HARMONIZATION,CONTRACT_IDENTITY_CONSENT,00-spec/prompts/0062_M6-P0702_CONTRACT_IDENTITY_CONSENT.xml.md,true,false,EVIDENCE_GATE,M6-P0701,04-artifacts/evidence/prompts/M6-P0702.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/registers/CONTRACT_REGISTER.md;00-spec/M6_FULL_DETAIL_EXTRACT.md,04-artifacts/evidence/prompts/M6-P0702.json;04-artifacts/analysis/contracts/CONTRACT_IDENTITY_CONSENT.contract.yaml,TODO,,2026-09-07T22:39:39,0
M6-P0703,63,ANALYST_ARCHITECT,m6-analyst-architect,CONTRACT_HARMONIZATION,HARMONIZATION,CONTRACT_WEB_EVENT_LOGS,00-spec/prompts/0063_M6-P0703_CONTRACT_WEB_EVENT_LOGS.xml.md,true,false,EVIDENCE_GATE,M6-P0702,04-artifacts/evidence/prompts/M6-P0703.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/registers/CONTRACT_REGISTER.md;00-spec/M6_FULL_DETAIL_EXTRACT.md,04-artifacts/evidence/prompts/M6-P0703.json;04-artifacts/analysis/contracts/CONTRACT_WEB_EVENT_LOGS.contract.yaml,TODO,,2026-09-07T22:39:39,0
M6-P0704,64,ANALYST_ARCHITECT,m6-analyst-architect,CONTRACT_HARMONIZATION,HARMONIZATION,CONTRACT_CONVERSION_EVENTS,00-spec/prompts/0064_M6-P0704_CONTRACT_CONVERSION_EVENTS.xml.md,true,false,EVIDENCE_GATE,M6-P0703,04-artifacts/evidence/prompts/M6-P0704.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/registers/CONTRACT_REGISTER.md;00-spec/M6_FULL_DETAIL_EXTRACT.md,04-artifacts/evidence/prompts/M6-P0704.json;04-artifacts/analysis/contracts/CONTRACT_CONVERSION_EVENTS.contract.yaml,TODO,,2026-09-07T22:39:39,0
M6-P0705,65,ANALYST_ARCHITECT,m6-analyst-architect,CONTRACT_HARMONIZATION,HARMONIZATION,CONTRACT_MEASUREMENT_OUTBOX,00-spec/prompts/0065_M6-P0705_CONTRACT_MEASUREMENT_OUTBOX.xml.md,true,false,EVIDENCE_GATE,M6-P0704,04-artifacts/evidence/prompts/M6-P0705.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/registers/CONTRACT_REGISTER.md;00-spec/M6_FULL_DETAIL_EXTRACT.md,04-artifacts/evidence/prompts/M6-P0705.json;04-artifacts/analysis/contracts/CONTRACT_MEASUREMENT_OUTBOX.contract.yaml,TODO,,2026-09-07T22:39:39,0
M6-P0706,66,ANALYST_ARCHITECT,m6-analyst-architect,CONTRACT_HARMONIZATION,HARMONIZATION,CONTRACT_AUDIENCE_CHAIN,00-spec/prompts/0066_M6-P0706_CONTRACT_AUDIENCE_CHAIN.xml.md,true,false,EVIDENCE_GATE,M6-P0705,04-artifacts/evidence/prompts/M6-P0706.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/registers/CONTRACT_REGISTER.md;00-spec/M6_FULL_DETAIL_EXTRACT.md,04-artifacts/evidence/prompts/M6-P0706.json;04-artifacts/analysis/contracts/CONTRACT_AUDIENCE_CHAIN.contract.yaml,TODO,,2026-09-07T22:39:39,0
M6-P0707,67,ANALYST_ARCHITECT,m6-analyst-architect,CONTRACT_HARMONIZATION,HARMONIZATION,CONTRACT_MEASUREMENT_EVENTS_STORAGE,00-spec/prompts/0067_M6-P0707_CONTRACT_MEASUREMENT_EVENTS_STORAGE.xml.md,true,false,EVIDENCE_GATE,M6-P0706,04-artifacts/evidence/prompts/M6-P0707.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/registers/CONTRACT_REGISTER.md;00-spec/M6_FULL_DETAIL_EXTRACT.md,04-artifacts/evidence/prompts/M6-P0707.json;04-artifacts/analysis/contracts/CONTRACT_MEASUREMENT_EVENTS_STORAGE.contract.yaml,TODO,,2026-09-07T22:39:39,0
M6-P0708,68,ANALYST_ARCHITECT,m6-analyst-architect,CONTRACT_HARMONIZATION,HARMONIZATION,CONTRACT_DATA_QUALITY_CHECK,00-spec/prompts/0068_M6-P0708_CONTRACT_DATA_QUALITY_CHECK.xml.md,true,false,EVIDENCE_GATE,M6-P0707,04-artifacts/evidence/prompts/M6-P0708.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/registers/CONTRACT_REGISTER.md;00-spec/M6_FULL_DETAIL_EXTRACT.md,04-artifacts/evidence/prompts/M6-P0708.json;04-artifacts/analysis/contracts/CONTRACT_DATA_QUALITY_CHECK.contract.yaml,TODO,,2026-09-07T22:39:39,0
M6-P0709,69,ANALYST_ARCHITECT,m6-analyst-architect,CONTRACT_HARMONIZATION,HARMONIZATION,CONTRACT_SCALE_REQUEST,00-spec/prompts/0069_M6-P0709_CONTRACT_SCALE_REQUEST.xml.md,true,false,EVIDENCE_GATE,M6-P0708,04-artifacts/evidence/prompts/M6-P0709.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/registers/CONTRACT_REGISTER.md;00-spec/M6_FULL_DETAIL_EXTRACT.md,04-artifacts/evidence/prompts/M6-P0709.json;04-artifacts/analysis/contracts/CONTRACT_SCALE_REQUEST.contract.yaml,TODO,,2026-09-07T22:39:39,0
M6-P0710,70,ANALYST_ARCHITECT,m6-analyst-architect,CONTRACT_HARMONIZATION,HARMONIZATION,CONTRACT_LEARNING_CANDIDATE,00-spec/prompts/0070_M6-P0710_CONTRACT_LEARNING_CANDIDATE.xml.md,true,false,EVIDENCE_GATE,M6-P0709,04-artifacts/evidence/prompts/M6-P0710.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/registers/CONTRACT_REGISTER.md;00-spec/M6_FULL_DETAIL_EXTRACT.md,04-artifacts/evidence/prompts/M6-P0710.json;04-artifacts/analysis/contracts/CONTRACT_LEARNING_CANDIDATE.contract.yaml,TODO,,2026-09-07T22:39:39,0
M6-P0711,71,ANALYST_ARCHITECT,m6-analyst-architect,CONTRACT_HARMONIZATION,HARMONIZATION,CONTRACT_TRACK_APIS,00-spec/prompts/0071_M6-P0711_CONTRACT_TRACK_APIS.xml.md,true,false,EVIDENCE_GATE,M6-P0710,04-artifacts/evidence/prompts/M6-P0711.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/registers/CONTRACT_REGISTER.md;00-spec/M6_FULL_DETAIL_EXTRACT.md,04-artifacts/evidence/prompts/M6-P0711.json;04-artifacts/analysis/contracts/CONTRACT_TRACK_APIS.contract.yaml,TODO,,2026-09-07T22:39:39,0
M6-P0712,72,ANALYST_ARCHITECT,m6-analyst-architect,CONTRACT_HARMONIZATION,HARMONIZATION,CONTRACT_ADMIN_APIS,00-spec/prompts/0072_M6-P0712_CONTRACT_ADMIN_APIS.xml.md,true,false,EVIDENCE_GATE,M6-P0711,04-artifacts/evidence/prompts/M6-P0712.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/registers/CONTRACT_REGISTER.md;00-spec/M6_FULL_DETAIL_EXTRACT.md,04-artifacts/evidence/prompts/M6-P0712.json;04-artifacts/analysis/contracts/CONTRACT_ADMIN_APIS.contract.yaml,TODO,,2026-09-07T22:39:39,0
M6-P0713,73,ANALYST_ARCHITECT,m6-analyst-architect,CONTRACT_HARMONIZATION,HARMONIZATION,CONTRACT_WORKERS,00-spec/prompts/0073_M6-P0713_CONTRACT_WORKERS.xml.md,true,false,EVIDENCE_GATE,M6-P0712,04-artifacts/evidence/prompts/M6-P0713.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/registers/CONTRACT_REGISTER.md;00-spec/M6_FULL_DETAIL_EXTRACT.md,04-artifacts/evidence/prompts/M6-P0713.json;04-artifacts/analysis/contracts/CONTRACT_WORKERS.contract.yaml,TODO,,2026-09-07T22:39:39,0
M6-P0714,74,ANALYST_ARCHITECT,m6-analyst-architect,CONTRACT_HARMONIZATION,HARMONIZATION,CONTRACT_KPI_EVIDENCE_BINDING,00-spec/prompts/0074_M6-P0714_CONTRACT_KPI_EVIDENCE_BINDING.xml.md,true,false,EVIDENCE_GATE,M6-P0713,04-artifacts/evidence/prompts/M6-P0714.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;00-spec/registers/CONTRACT_REGISTER.md;00-spec/M6_FULL_DETAIL_EXTRACT.md,04-artifacts/evidence/prompts/M6-P0714.json;04-artifacts/analysis/contracts/CONTRACT_KPI_EVIDENCE_BINDING.contract.yaml,TODO,,2026-09-07T22:39:39,0
M6-P0715,75,JUDGE,m6-judge,CONTRACT_HARMONIZATION,HARMONIZATION,HARMONIZATION_GATE_JUDGE,00-spec/prompts/0075_M6-P0715_HARMONIZATION_GATE_JUDGE.xml.md,true,true,JUDGE_GATE,M6-P0700;M6-P0701;M6-P0702;M6-P0703;M6-P0704;M6-P0705;M6-P0706;M6-P0707;M6-P0708;M6-P0709;M6-P0710;M6-P0711;M6-P0712;M6-P0713;M6-P0714,04-artifacts/evidence/prompts/M6-P0715.json,04-artifacts/evidence/judge/M6-P0715_JUDGE_FINAL_SIGN_OFF.json,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/evidence/prompts/M6-P0700.json;04-artifacts/evidence/prompts/M6-P0701.json;04-artifacts/evidence/prompts/M6-P0702.json;04-artifacts/evidence/prompts/M6-P0703.json;04-artifacts/evidence/prompts/M6-P0704.json;04-artifacts/evidence/prompts/M6-P0705.json;04-artifacts/evidence/prompts/M6-P0706.json;04-artifacts/evidence/prompts/M6-P0707.json;04-artifacts/evidence/prompts/M6-P0708.json;04-artifacts/evidence/prompts/M6-P0709.json;04-artifacts/evidence/prompts/M6-P0710.json;04-artifacts/evidence/prompts/M6-P0711.json;04-artifacts/evidence/prompts/M6-P0712.json;04-artifacts/evidence/prompts/M6-P0713.json;04-artifacts/evidence/prompts/M6-P0714.json,04-artifacts/evidence/prompts/M6-P0715.json;04-artifacts/evidence/judge/M6-P0715_JUDGE_FINAL_SIGN_OFF.json,TODO,,2026-09-07T22:39:39,0
M6-P1000,76,JUDGE,m6-judge,SLICE_M6.2A,M6.2A,M6_2A_ENTRY_GATE_JUDGE,00-spec/prompts/0076_M6-P1000_M6_2A_ENTRY_GATE_JUDGE.xml.md,true,true,JUDGE_GATE,M6-P0715,04-artifacts/evidence/prompts/M6-P1000.json,04-artifacts/evidence/judge/M6-P1000_JUDGE_FINAL_SIGN_OFF.json,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;00-spec/slices/M6.2A.md;00-spec/registers/CONTRACT_REGISTER.md;00-spec/registers/ENTRY_EVIDENCE_REGISTER.md;04-artifacts/evidence/prompts/M6-P0715.json;04-artifacts/evidence/entry/M6-ENTRY-001.json;04-artifacts/evidence/entry/M6-ENTRY-002.json;04-artifacts/evidence/entry/M6-ENTRY-003.json,04-artifacts/evidence/prompts/M6-P1000.json;04-artifacts/evidence/judge/M6-P1000_JUDGE_FINAL_SIGN_OFF.json,TODO,,2026-09-07T22:39:39,0
M6-P1001,77,CODER,m6-coder,SLICE_M6.2A,M6.2A,M6_2A_CODER_PLAN,00-spec/prompts/0077_M6-P1001_M6_2A_CODER_PLAN.xml.md,true,false,EVIDENCE_GATE,M6-P1000,04-artifacts/evidence/prompts/M6-P1001.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;00-spec/slices/M6.2A.md;04-artifacts/analysis/design/ARCH_BASELINE.md;04-artifacts/evidence/prompts/M6-P1000.json,04-artifacts/evidence/prompts/M6-P1001.json;04-artifacts/impl/M6.2A/PLAN.md,TODO,,2026-09-07T22:39:39,0
M6-P1002,78,CODER,m6-coder,SLICE_M6.2A,M6.2A,M6_2A_CODER_IMPLEMENT,00-spec/prompts/0078_M6-P1002_M6_2A_CODER_IMPLEMENT.xml.md,true,false,EVIDENCE_GATE,M6-P1001,04-artifacts/evidence/prompts/M6-P1002.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;00-spec/slices/M6.2A.md;04-artifacts/impl/M6.2A/PLAN.md;04-artifacts/evidence/prompts/M6-P1001.json,04-artifacts/evidence/prompts/M6-P1002.json;04-artifacts/impl/M6.2A/IMPLEMENTATION_NOTES.md,TODO,,2026-09-07T22:39:39,0
M6-P1003,79,TESTER,m6-tester,SLICE_M6.2A,M6.2A,M6_2A_TESTER_BUILD,00-spec/prompts/0079_M6-P1003_M6_2A_TESTER_BUILD.xml.md,true,false,EVIDENCE_GATE,M6-P1002,04-artifacts/evidence/prompts/M6-P1003.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;00-spec/slices/M6.2A.md;00-spec/registers/SMOKE_REGISTER.md;04-artifacts/evidence/prompts/M6-P1002.json,04-artifacts/evidence/prompts/M6-P1003.json;04-artifacts/impl/M6.2A/tests/TEST_MANIFEST.md,TODO,,2026-09-07T22:39:39,0
M6-P1004,80,TESTER,m6-tester,SLICE_M6.2A,M6.2A,M6_2A_TESTER_RUN,00-spec/prompts/0080_M6-P1004_M6_2A_TESTER_RUN.xml.md,true,false,EVIDENCE_GATE,M6-P1003,04-artifacts/evidence/prompts/M6-P1004.json,,00-spec/CLAUDE_CONTEXT_BRIEF.md;04-artifacts/state/IMPLEMENTATION_TARGET_LOCKED.json;04-artifacts/impl/M6.2A/tests/TEST_MANIFEST.md;04-artifacts/evidence/prompts/M6-P1003.json,04-artifacts/evidence/prompts/M6-P1004.json;04-artifacts/test-reports/M6.2A/SMOKE_RESULTS.md,TODO,,2026-09-07T22:39:39,0
